"semestre","carrera","promedio","edad","peso","estatura","genero"
3,"QUIMICA",84,21,78,173,"F"
2,"QUIMICA",90.67,18,66,184,"F"
5,"QUIMICA",87.29,21,52,170,"F"
2,"QUIMICA",94.5,20,88,169,"F"
2,"QUIMICA",88,23,73,167,"M"
9,"QUIMICA",83.41,21,75,181,"M"
6,"QUIMICA",86.64,23,83,179,"F"
2,"QUIMICA",89.83,19,75,173,"M"
7,"QUIMICA",85.91,23,81,176,"M"
3,"QUIMICA",88.67,18,90,192,"F"
9,"QUIMICA",82.09,18,60,166,"M"
8,"QUIMICA",90.58,22,71,182,"F"
2,"QUIMICA",98.83,23,77,191,"F"
3,"QUIMICA",94,20,64,174,"F"
6,"QUIMICA",85.76,19,86,194,"F"
9,"QUIMICA",84.07,23,51,192,"F"
9,"QUIMICA",84.05,21,89,188,"M"
7,"QUIMICA",80.12,20,83,182,"F"
4,"QUIMICA",87,24,89,159,"M"
6,"QUIMICA",90.6,18,67,184,"M"
2,"QUIMICA",87.25,19,58,184,"M"
7,"QUIMICA",83.78,24,67,186,"F"
5,"QUIMICA",79.5,23,71,167,"M"
3,"QUIMICA",88.33,21,68,181,"M"
10,"QUIMICA",88.94,21,58,178,"M"
8,"QUIMICA",84.94,19,85,183,"F"
3,"QUIMICA",90,22,57,158,"F"
7,"QUIMICA",83.44,18,72,172,"M"
3,"QUIMICA",89.82,20,79,172,"F"
6,"QUIMICA",88.8,23,66,164,"M"
11,"QUIMICA",80.44,20,76,170,"F"
4,"QUIMICA",87.8,21,91,174,"M"
6,"QUIMICA",89.68,21,56,174,"M"
10,"QUIMICA",84.68,22,71,175,"F"
10,"QUIMICA",81.89,24,83,182,"F"
4,"QUIMICA",90.78,19,63,163,"F"
9,"QUIMICA",82.03,19,68,172,"M"
11,"QUIMICA",81.88,15,79,194,"F"
4,"QUIMICA",90.5,22,82,169,"F"
4,"QUIMICA",90.94,20,67,185,"M"
3,"QUIMICA",90.25,24,80,210,"M"
9,"QUIMICA",84.24,18,74,169,"F"
9,"QUIMICA",80.47,22,80,165,"M"
12,"QUIMICA",82.65,21,53,177,"M"
8,"QUIMICA",82.22,18,82,187,"M"
4,"QUIMICA",92.06,21,82,175,"F"
8,"QUIMICA",90.33,21,58,162,"M"
9,"QUIMICA",81.3,21,72,183,"M"
2,"QUIMICA",88.33,22,88,194,"F"
6,"QUIMICA",84.36,23,78,166,"F"
3,"QUIMICA",92.36,18,80,147,"F"
10,"QUIMICA",86.02,18,67,178,"M"
7,"QUIMICA",79.96,21,66,186,"M"
8,"QUIMICA",89.92,19,94,186,"F"
8,"QUIMICA",86.97,21,76,183,"F"
10,"QUIMICA",81.26,22,60,177,"M"
6,"QUIMICA",82,20,54,165,"M"
3,"QUIMICA",84.71,20,91,172,"M"
11,"QUIMICA",83.75,21,54,176,"M"
10,"QUIMICA",86.6,25,75,172,"F"
7,"QUIMICA",83.22,22,67,174,"F"
10,"QUIMICA",81.05,23,79,177,"M"
11,"QUIMICA",81.27,20,74,195,"F"
5,"QUIMICA",82.75,22,67,167,"F"
11,"QUIMICA",78.12,21,77,174,"M"
2,"QUIMICA",96.33,20,84,187,"M"
9,"QUIMICA",81.45,20,72,184,"F"
11,"QUIMICA",83.13,20,83,168,"M"
10,"QUIMICA",89.69,22,77,169,"M"
4,"QUIMICA",91.11,23,65,183,"F"
10,"QUIMICA",82.57,20,74,194,"F"
10,"QUIMICA",80.65,22,66,194,"F"
8,"QUIMICA",92.74,22,57,173,"F"
2,"QUIMICA",98,16,83,172,"F"
6,"QUIMICA",84.67,23,74,172,"F"
6,"QUIMICA",90.9,24,80,172,"F"
9,"QUIMICA",84.45,21,84,163,"M"
6,"QUIMICA",87.83,19,93,175,"M"
2,"QUIMICA",85.33,20,68,155,"F"
8,"QUIMICA",92.15,20,81,165,"F"
5,"QUIMICA",79.27,21,82,190,"F"
3,"QUIMICA",87.17,23,72,178,"F"
8,"QUIMICA",93.38,21,65,188,"F"
9,"QUIMICA",85.36,21,79,170,"F"
2,"QUIMICA",85.2,18,79,163,"F"
4,"QUIMICA",92.28,23,74,178,"M"
9,"QUIMICA",87.71,17,62,169,"M"
2,"QUIMICA",98,21,99,184,"F"
5,"QUIMICA",86.94,25,65,193,"F"
3,"QUIMICA",86.82,22,101,187,"M"
5,"QUIMICA",83.74,21,86,178,"M"
4,"QUIMICA",95.61,22,60,177,"F"
4,"QUIMICA",94.78,24,69,165,"F"
2,"QUIMICA",86.5,20,86,177,"F"
8,"QUIMICA",86.53,22,74,157,"F"
2,"QUIMICA",87.33,18,97,191,"F"
12,"QUIMICA",81.48,16,81,173,"M"
10,"QUIMICA",83.5,21,65,180,"F"
7,"QUIMICA",85.38,24,70,175,"M"
10,"QUIMICA",84.52,21,64,179,"F"
9,"QUIMICA",80.23,20,86,175,"F"
3,"QUIMICA",92.85,21,77,159,"F"
5,"QUIMICA",83.17,24,70,160,"F"
9,"QUIMICA",85.83,18,80,170,"F"
2,"QUIMICA",92,20,76,165,"M"
2,"QUIMICA",84.4,25,99,191,"M"
5,"QUIMICA",80.6,18,67,165,"F"
2,"QUIMICA",94.83,21,81,187,"F"
8,"QUIMICA",87.66,19,74,181,"F"
2,"QUIMICA",95.83,20,73,172,"F"
5,"QUIMICA",82.83,20,96,167,"F"
3,"QUIMICA",89,20,71,181,"F"
8,"QUIMICA",83.3,20,54,161,"F"
7,"QUIMICA",82.38,23,65,182,"F"
10,"QUIMICA",91.17,22,85,175,"F"
4,"QUIMICA",90.78,19,50,161,"M"
4,"QUIMICA",89.71,23,75,192,"F"
6,"QUIMICA",82.57,18,70,179,"M"
5,"QUIMICA",86.13,23,91,176,"M"
4,"QUIMICA",88.63,20,84,174,"M"
6,"QUIMICA",87.9,23,84,187,"M"
8,"QUIMICA",87.54,25,69,170,"M"
6,"QUIMICA",88.66,21,92,179,"F"
6,"QUIMICA",84.33,20,82,170,"F"
4,"QUIMICA",85.5,25,80,166,"M"
8,"QUIMICA",91.78,21,72,187,"F"
10,"QUIMICA",84.33,23,78,167,"F"
9,"QUIMICA",86.29,20,84,183,"F"
8,"QUIMICA",88.28,17,68,164,"M"
2,"QUIMICA",83.6,21,74,176,"M"
8,"QUIMICA",95.76,21,84,164,"M"
4,"QUIMICA",93.61,18,70,179,"M"
8,"QUIMICA",89.79,23,77,177,"F"
4,"QUIMICA",89.8,20,68,180,"F"
6,"QUIMICA",85.52,21,76,170,"M"
7,"QUIMICA",79.52,21,86,183,"F"
4,"QUIMICA",87.11,22,80,158,"F"
13,"MECATRONICA",78.63,23,93,168,"F"
12,"MECATRONICA",80.46,23,71,177,"M"
12,"MECATRONICA",83.91,22,81,173,"F"
10,"MECATRONICA",92.45,22,60,171,"F"
10,"MECATRONICA",84.1,22,88,181,"F"
11,"MECATRONICA",83.03,22,77,189,"F"
11,"MECATRONICA",77.69,22,77,183,"M"
12,"MECATRONICA",82.54,21,76,170,"F"
12,"MECATRONICA",83.33,24,71,162,"M"
12,"MECATRONICA",82.62,20,84,186,"F"
10,"MECATRONICA",83.52,22,72,193,"F"
11,"MECATRONICA",84.04,23,69,184,"M"
10,"MECATRONICA",82.71,16,77,183,"M"
11,"MECATRONICA",84.72,20,72,178,"F"
11,"MECATRONICA",79.73,20,79,167,"M"
11,"MECATRONICA",80.02,22,73,176,"F"
11,"MECATRONICA",81.64,21,64,178,"M"
11,"MECATRONICA",83.44,19,84,166,"F"
10,"MECATRONICA",85.2,20,88,185,"M"
12,"MECATRONICA",80.3,22,66,161,"M"
12,"MECATRONICA",81,22,82,172,"F"
12,"MECATRONICA",79.23,17,71,169,"F"
10,"MECATRONICA",85.65,18,89,176,"F"
10,"MECATRONICA",85.47,23,72,170,"M"
11,"MECATRONICA",79.3,23,83,162,"M"
10,"MECATRONICA",80.95,21,83,177,"F"
10,"MECATRONICA",85.3,18,75,189,"F"
11,"MECATRONICA",81.14,20,81,171,"F"
10,"MECATRONICA",83.65,20,67,165,"M"
11,"MECATRONICA",81.19,18,73,177,"F"
11,"MECATRONICA",80.36,23,72,165,"M"
17,"MECATRONICA",78.16,23,59,174,"M"
12,"MECATRONICA",80.88,19,91,174,"M"
11,"MECATRONICA",78.83,23,55,179,"M"
10,"MECATRONICA",83.58,22,66,176,"M"
9,"MECATRONICA",87.96,19,83,180,"F"
6,"MECATRONICA",86.53,20,73,180,"M"
2,"MECATRONICA",86.6,20,68,179,"M"
6,"MECATRONICA",82.5,23,70,160,"F"
4,"MECATRONICA",88.21,20,87,170,"M"
4,"MECATRONICA",89.06,21,71,167,"M"
8,"MECATRONICA",86.97,24,75,177,"F"
8,"MECATRONICA",81.46,21,77,150,"F"
2,"MECATRONICA",90.5,24,81,194,"M"
5,"MECATRONICA",86.96,17,82,167,"F"
2,"MECATRONICA",89,21,62,195,"F"
4,"MECATRONICA",81.44,20,72,172,"M"
8,"MECATRONICA",83.27,23,84,170,"M"
9,"MECATRONICA",81.96,21,72,185,"M"
5,"MECATRONICA",90.75,20,78,167,"F"
6,"MECATRONICA",85.04,23,70,200,"F"
8,"MECATRONICA",83.54,22,68,183,"M"
6,"MECATRONICA",87.96,24,90,164,"M"
3,"MECATRONICA",86.25,24,78,157,"M"
8,"MECATRONICA",81.68,19,84,173,"M"
3,"MECATRONICA",83.5,21,71,184,"F"
4,"MECATRONICA",89.83,18,63,190,"F"
7,"MECATRONICA",83.29,19,81,157,"F"
9,"MECATRONICA",86.59,21,81,173,"F"
4,"MECATRONICA",85.22,22,66,171,"F"
4,"MECATRONICA",89.67,18,65,178,"M"
8,"MECATRONICA",79.24,18,88,159,"M"
5,"MECATRONICA",86.05,19,73,185,"F"
5,"MECATRONICA",85.96,24,74,173,"F"
4,"MECATRONICA",81.2,22,75,152,"M"
6,"MECATRONICA",88.38,24,62,197,"F"
5,"MECATRONICA",82.71,17,74,147,"M"
4,"MECATRONICA",86.89,16,76,159,"F"
5,"MECATRONICA",81.78,20,72,175,"M"
8,"MECATRONICA",89.08,23,79,178,"F"
7,"MECATRONICA",90.42,20,63,195,"M"
6,"MECATRONICA",91.63,21,62,178,"M"
4,"MECATRONICA",90.94,22,72,170,"M"
5,"MECATRONICA",91.92,21,73,158,"F"
2,"MECATRONICA",85.83,17,78,173,"F"
2,"MECATRONICA",83.67,22,83,167,"F"
2,"MECATRONICA",87.4,24,84,183,"M"
7,"MECATRONICA",85.97,22,78,181,"M"
2,"MECATRONICA",91.5,18,80,194,"M"
8,"MECATRONICA",84.4,24,64,187,"M"
2,"MECATRONICA",87.5,22,74,183,"M"
3,"MECATRONICA",86,24,69,188,"M"
8,"MECATRONICA",87.7,21,73,174,"F"
8,"MECATRONICA",88.03,23,85,185,"F"
4,"MECATRONICA",86.28,22,80,176,"F"
3,"MECATRONICA",80.25,19,74,189,"M"
6,"MECATRONICA",89.9,20,82,186,"F"
9,"MECATRONICA",80.79,22,51,170,"M"
6,"MECATRONICA",85.32,21,57,169,"F"
6,"MECATRONICA",83,21,75,170,"M"
8,"MECATRONICA",87.24,22,77,183,"F"
5,"MECATRONICA",82.58,20,81,170,"M"
8,"MECATRONICA",87.9,23,71,169,"F"
4,"MECATRONICA",83.47,18,72,162,"F"
7,"MECATRONICA",81.78,20,81,170,"M"
3,"MECATRONICA",84.43,21,89,173,"F"
5,"MECATRONICA",79.38,19,62,180,"F"
6,"MECATRONICA",95.1,22,77,179,"M"
8,"MECATRONICA",81,23,69,176,"F"
2,"MECATRONICA",90.33,21,65,172,"F"
4,"MECATRONICA",87.06,21,80,165,"M"
6,"MECATRONICA",81.12,19,77,167,"F"
8,"MECATRONICA",83.43,21,56,168,"F"
2,"MECATRONICA",86.5,21,69,156,"M"
2,"MECATRONICA",84.5,23,76,181,"F"
2,"MECATRONICA",91,19,76,162,"F"
2,"MECATRONICA",87.67,19,69,172,"M"
8,"MECATRONICA",80.44,21,70,174,"F"
9,"MECATRONICA",86.61,21,71,174,"M"
8,"MECATRONICA",85.79,15,75,179,"M"
9,"MECATRONICA",82.11,19,74,181,"F"
5,"MECATRONICA",86.64,21,75,162,"F"
6,"MECATRONICA",86.19,22,71,190,"F"
5,"MECATRONICA",86.59,20,65,174,"F"
9,"MECATRONICA",82.65,24,67,190,"F"
8,"MECATRONICA",83.32,18,63,170,"F"
9,"MECATRONICA",81.07,21,87,187,"F"
6,"MECATRONICA",85.59,25,73,177,"F"
6,"MECATRONICA",87,25,73,175,"M"
7,"MECATRONICA",83.63,22,69,172,"F"
8,"MECATRONICA",82,22,69,170,"F"
2,"MECATRONICA",92.33,21,83,169,"M"
6,"MECATRONICA",83.77,22,87,168,"F"
6,"MECATRONICA",89.3,22,63,158,"F"
5,"MECATRONICA",87.55,25,85,177,"F"
6,"MECATRONICA",84.25,20,70,160,"F"
4,"MECATRONICA",86.56,22,75,168,"F"
6,"MECATRONICA",83,24,74,178,"M"
2,"MECATRONICA",92.67,20,79,190,"M"
6,"MECATRONICA",83.89,24,79,171,"F"
3,"MECATRONICA",81.2,25,82,152,"M"
4,"MECATRONICA",84.42,20,66,167,"F"
6,"MECATRONICA",87.17,20,50,182,"M"
6,"MECATRONICA",87.72,20,71,171,"M"
8,"MECATRONICA",84.08,19,77,182,"M"
2,"MECATRONICA",88.5,17,43,172,"M"
2,"MECATRONICA",93.83,20,83,168,"F"
8,"MECATRONICA",85.15,20,68,164,"M"
9,"MECATRONICA",79.5,23,70,165,"M"
2,"MECATRONICA",87.75,21,74,180,"M"
6,"MECATRONICA",87.29,20,71,152,"F"
5,"MECATRONICA",85,19,66,174,"F"
4,"MECATRONICA",86.67,19,69,170,"F"
8,"MECATRONICA",85.35,21,67,165,"F"
4,"MECATRONICA",84.25,21,63,176,"F"
2,"MECATRONICA",82.5,20,70,166,"F"
8,"MECATRONICA",80.18,21,71,182,"F"
5,"MECATRONICA",84.74,22,71,182,"F"
5,"MECATRONICA",86.5,20,66,175,"M"
8,"MECATRONICA",82.22,23,78,173,"F"
6,"MECATRONICA",87.1,20,87,186,"M"
2,"MECATRONICA",87,21,62,189,"F"
8,"MECATRONICA",85.36,21,64,157,"F"
4,"MECATRONICA",81.08,20,70,185,"F"
7,"MECATRONICA",81.68,20,51,179,"F"
6,"MECATRONICA",88.03,19,67,175,"F"
2,"MECATRONICA",86.2,22,76,164,"M"
9,"MECATRONICA",80.36,21,54,183,"M"
4,"MECATRONICA",89,22,72,176,"M"
5,"MECATRONICA",83.95,21,70,174,"M"
6,"MECATRONICA",83.22,23,89,164,"F"
6,"MECATRONICA",86.5,23,70,182,"F"
6,"MECATRONICA",85.52,24,85,194,"F"
4,"MECATRONICA",81.41,20,70,183,"F"
6,"MECATRONICA",88.07,20,69,176,"F"
4,"MECATRONICA",82.18,21,74,184,"M"
8,"MECATRONICA",84.45,21,58,176,"F"
8,"MECATRONICA",87.65,22,71,171,"M"
6,"MECATRONICA",89.71,18,76,173,"F"
2,"MECATRONICA",85.67,24,75,188,"F"
3,"MECATRONICA",84.33,22,84,186,"F"
2,"MECATRONICA",86,19,67,181,"M"
9,"MECATRONICA",81.69,20,60,179,"M"
2,"MECATRONICA",90,19,59,171,"F"
8,"MECATRONICA",86.08,23,69,176,"F"
5,"MECATRONICA",81.9,23,49,179,"M"
2,"MECATRONICA",92,20,50,167,"M"
2,"MECATRONICA",87.33,17,70,172,"M"
5,"MECATRONICA",83.25,20,59,170,"F"
2,"MECATRONICA",86.83,22,78,173,"F"
7,"MECATRONICA",84.77,24,63,187,"M"
4,"MECATRONICA",86.06,22,91,164,"M"
6,"MECATRONICA",89.73,21,71,167,"F"
9,"MECATRONICA",82.65,19,64,178,"M"
2,"MECATRONICA",83.6,23,87,181,"M"
9,"MECATRONICA",83.07,18,87,176,"M"
2,"MECATRONICA",91,18,70,161,"M"
8,"MECATRONICA",81.52,22,74,169,"M"
5,"MECATRONICA",78.5,23,77,176,"F"
8,"MECATRONICA",83.24,26,74,189,"F"
4,"MECATRONICA",84.53,23,78,170,"F"
9,"MECATRONICA",86.11,21,85,180,"M"
5,"MECATRONICA",82.16,19,77,173,"M"
4,"MECATRONICA",84.93,22,75,172,"M"
4,"MECATRONICA",83.78,23,60,164,"M"
2,"MECATRONICA",84.8,21,71,173,"F"
7,"MECATRONICA",81.71,23,62,189,"F"
6,"MECATRONICA",82.18,19,76,190,"M"
4,"MECATRONICA",83.41,21,60,170,"F"
4,"MECATRONICA",88.06,21,71,164,"M"
8,"MECATRONICA",80.77,22,70,179,"M"
2,"MECATRONICA",96.17,22,61,172,"F"
7,"MECATRONICA",89.32,20,61,184,"M"
4,"MECATRONICA",81.67,20,68,170,"F"
3,"MECATRONICA",80,18,72,167,"M"
7,"MECATRONICA",80.22,23,79,182,"F"
7,"MECATRONICA",81.29,21,80,161,"F"
6,"MECATRONICA",91.24,20,66,180,"M"
7,"MECATRONICA",84.92,20,70,182,"F"
7,"MECATRONICA",84.65,18,77,167,"M"
5,"MECATRONICA",81.88,23,79,185,"F"
5,"MECATRONICA",87,20,70,162,"M"
6,"MECATRONICA",84.22,18,91,156,"F"
4,"MECATRONICA",90.72,18,71,176,"M"
8,"MECATRONICA",95.24,20,71,178,"M"
2,"MECATRONICA",89.67,21,59,171,"F"
5,"MECATRONICA",86.22,24,81,164,"M"
5,"MECATRONICA",84.55,20,69,160,"M"
4,"MECATRONICA",85.31,18,75,166,"M"
9,"MECATRONICA",82.93,24,63,176,"M"
6,"MECATRONICA",83.04,17,87,160,"M"
8,"MECATRONICA",85.87,28,77,166,"F"
4,"MECATRONICA",82.67,21,77,181,"F"
11,"MECATRONICA",80.42,19,76,161,"F"
6,"MECATRONICA",95.3,23,65,176,"F"
2,"MECATRONICA",85.83,22,77,182,"F"
5,"MECATRONICA",83.77,21,71,170,"M"
4,"MECATRONICA",90.18,21,83,192,"F"
4,"MECATRONICA",85.24,20,101,184,"F"
2,"MECATRONICA",91,25,59,166,"F"
4,"MECATRONICA",84.91,21,74,159,"M"
4,"MECATRONICA",81.44,19,52,171,"F"
8,"MECATRONICA",80.88,25,67,178,"F"
9,"MECATRONICA",83.21,22,69,166,"F"
2,"MECATRONICA",92.5,18,57,175,"M"
8,"MECATRONICA",86.21,18,60,162,"M"
7,"MECATRONICA",83.19,21,91,156,"M"
3,"MECATRONICA",75.75,20,96,178,"F"
5,"MECATRONICA",86.31,22,72,192,"M"
5,"MECATRONICA",83.58,20,72,166,"M"
6,"MECATRONICA",83.5,18,78,165,"F"
3,"MECATRONICA",84.92,21,54,173,"F"
9,"MECATRONICA",84.85,18,84,181,"F"
8,"MECATRONICA",92.44,21,68,194,"F"
6,"MECATRONICA",90.43,21,52,164,"M"
9,"MECATRONICA",79.56,24,68,167,"M"
2,"MECATRONICA",88.5,23,81,172,"F"
8,"MECATRONICA",82.72,22,64,168,"M"
4,"MECATRONICA",85.72,20,87,163,"M"
2,"MECATRONICA",84.33,19,71,173,"F"
8,"MECATRONICA",85.69,18,74,155,"F"
8,"MECATRONICA",81.4,24,86,179,"M"
3,"MECATRONICA",83.8,17,86,172,"M"
3,"MECATRONICA",81.92,19,82,179,"M"
5,"MECATRONICA",84.77,19,68,176,"M"
6,"MECATRONICA",84.27,22,79,165,"M"
8,"MECATRONICA",82.83,20,67,174,"M"
4,"MECATRONICA",90.61,25,86,189,"F"
8,"MECATRONICA",83.84,20,73,180,"M"
4,"MECATRONICA",88.67,22,76,168,"F"
8,"MECATRONICA",84.61,23,88,181,"M"
6,"MECATRONICA",81.92,22,85,174,"M"
9,"MECATRONICA",82.81,25,72,176,"F"
8,"MECATRONICA",85,22,84,165,"F"
6,"MECATRONICA",83.57,19,79,170,"F"
6,"MECATRONICA",82.72,22,80,170,"F"
2,"MECATRONICA",89.17,25,80,176,"M"
8,"MECATRONICA",84.82,19,78,163,"M"
6,"MECATRONICA",82.36,18,72,169,"F"
5,"MECATRONICA",86.57,23,76,167,"M"
4,"MECATRONICA",89.22,20,86,167,"M"
4,"MECATRONICA",90.67,20,79,185,"F"
2,"MECATRONICA",84.4,20,60,172,"M"
3,"MECATRONICA",86.67,26,85,160,"M"
3,"MECATRONICA",85.25,21,84,181,"F"
3,"MECATRONICA",80.25,18,73,196,"M"
2,"MECATRONICA",87.17,16,67,178,"F"
6,"MECATRONICA",82.1,22,71,180,"M"
2,"MECATRONICA",86.4,20,75,186,"F"
2,"MECATRONICA",86.4,26,80,169,"F"
6,"MECATRONICA",84,22,75,189,"M"
2,"MECATRONICA",86.83,21,79,173,"F"
8,"MECATRONICA",86.21,19,75,178,"M"
9,"MECATRONICA",81.56,22,70,176,"M"
3,"MECATRONICA",81.45,21,64,184,"F"
3,"MECATRONICA",87.83,21,85,183,"F"
2,"MECATRONICA",88.75,20,82,168,"M"
8,"MECATRONICA",81.11,23,61,164,"M"
3,"MECATRONICA",87.58,21,75,168,"F"
6,"MECATRONICA",89.97,22,84,175,"M"
2,"MECATRONICA",93.17,21,88,161,"F"
6,"MECATRONICA",88.73,19,69,181,"M"
4,"MECATRONICA",87.47,19,105,195,"M"
6,"MECATRONICA",83.31,19,71,172,"F"
4,"MECATRONICA",88.22,21,78,179,"F"
3,"MECATRONICA",87.9,20,77,181,"F"
3,"MECATRONICA",89.69,24,59,186,"M"
5,"MECATRONICA",85.65,19,95,174,"M"
9,"MECATRONICA",79.96,23,91,176,"F"
8,"MECATRONICA",81.37,19,65,167,"F"
5,"MECATRONICA",85.52,19,94,182,"M"
9,"MECATRONICA",79.79,25,90,155,"F"
7,"MECATRONICA",85.35,20,75,169,"F"
6,"MECATRONICA",85.54,22,73,180,"M"
6,"MECATRONICA",90.46,24,56,165,"M"
7,"MECATRONICA",85.64,24,82,189,"M"
2,"MECATRONICA",85.8,20,80,183,"F"
5,"MECATRONICA",77,20,75,182,"M"
8,"MECATRONICA",79.22,19,78,181,"M"
8,"MECATRONICA",81.71,19,83,184,"M"
7,"MECATRONICA",82.27,19,71,192,"M"
5,"MECATRONICA",82.74,22,97,188,"M"
9,"MECATRONICA",82.03,23,71,183,"M"
3,"MECATRONICA",81.25,19,81,184,"M"
5,"MECATRONICA",80.6,21,70,177,"F"
8,"MECATRONICA",82.6,22,85,186,"F"
2,"MECATRONICA",86.83,23,77,191,"F"
3,"MECATRONICA",82.42,19,80,169,"M"
2,"MECATRONICA",90.33,21,75,183,"M"
2,"MECATRONICA",79.25,26,96,173,"F"
7,"MECATRONICA",89.4,21,67,199,"M"
4,"MECATRONICA",88.72,23,79,183,"M"
2,"MECATRONICA",90.33,22,70,172,"F"
5,"MECATRONICA",85.21,21,83,169,"F"
7,"MECATRONICA",86.5,24,88,186,"F"
7,"MECATRONICA",88.15,24,56,167,"F"
4,"MECATRONICA",87.26,21,69,173,"F"
3,"MECATRONICA",82.1,21,62,194,"F"
2,"MECATRONICA",86.83,22,78,162,"F"
2,"MECATRONICA",85.33,23,75,160,"F"
2,"MECATRONICA",91.67,22,59,193,"F"
2,"MECATRONICA",89.33,20,72,173,"M"
4,"MECATRONICA",82.68,21,81,158,"M"
9,"MECATRONICA",79.46,23,84,180,"M"
6,"MECATRONICA",79,21,66,176,"M"
8,"MECATRONICA",83.82,20,89,187,"M"
6,"MECATRONICA",89.68,23,67,179,"M"
3,"MECATRONICA",86.46,23,81,183,"M"
6,"MECATRONICA",87.9,20,71,152,"F"
9,"MECATRONICA",79.65,18,82,175,"F"
8,"MECATRONICA",85.7,22,85,155,"F"
4,"MECATRONICA",86.67,20,68,175,"M"
8,"MECATRONICA",86.74,20,61,163,"M"
6,"MECATRONICA",88.39,20,88,178,"F"
2,"MECATRONICA",86,20,69,162,"M"
6,"MECATRONICA",87.72,19,72,184,"F"
3,"MECATRONICA",86.09,18,91,171,"F"
2,"MECATRONICA",89.17,21,70,178,"M"
9,"MECATRONICA",85.25,23,61,207,"F"
5,"MECATRONICA",85.79,20,71,191,"F"
4,"MECATRONICA",80.5,24,79,178,"F"
2,"MECATRONICA",86.33,18,74,183,"M"
2,"MECATRONICA",88.2,22,80,169,"F"
3,"MECATRONICA",86.25,20,93,163,"M"
4,"MECATRONICA",84.61,17,72,189,"F"
5,"MECATRONICA",90.43,19,69,173,"F"
9,"MECATRONICA",78.32,23,81,174,"F"
6,"MECATRONICA",85.93,22,62,171,"F"
7,"MECATRONICA",89.48,22,74,164,"M"
2,"MECATRONICA",85.5,26,70,181,"M"
4,"MECATRONICA",81.31,19,70,176,"F"
4,"MECATRONICA",85.39,18,94,171,"M"
6,"MECATRONICA",83.36,21,74,175,"F"
3,"MECATRONICA",79.17,21,75,170,"F"
6,"MECATRONICA",87,20,80,180,"M"
2,"MECATRONICA",90,23,83,161,"M"
4,"MECATRONICA",90.11,21,70,176,"M"
2,"MECATRONICA",83.8,20,79,187,"M"
5,"MECATRONICA",86.86,21,61,167,"F"
6,"MECATRONICA",92.47,21,72,169,"F"
10,"MECATRONICA",88.19,17,78,162,"F"
6,"MECATRONICA",89.57,19,78,201,"M"
2,"MECATRONICA",84.17,21,84,188,"F"
6,"MECATRONICA",87.33,23,57,162,"M"
6,"MECATRONICA",85.12,19,93,173,"F"
8,"MECATRONICA",91.81,22,69,176,"F"
5,"MECATRONICA",84.96,20,65,158,"F"
5,"MECATRONICA",85.67,21,63,165,"F"
4,"MECATRONICA",81.69,23,65,192,"F"
3,"MECATRONICA",83.83,19,84,174,"F"
8,"MECATRONICA",87.58,19,60,163,"F"
8,"MECATRONICA",85.36,23,71,168,"F"
9,"MECATRONICA",81.8,22,73,170,"M"
2,"MECATRONICA",86,23,91,177,"F"
9,"MECATRONICA",85.91,20,87,166,"M"
4,"MECATRONICA",87.72,23,66,174,"F"
4,"MECATRONICA",83.72,20,65,174,"F"
8,"MECATRONICA",85.59,20,83,177,"M"
6,"MECATRONICA",83.13,24,88,175,"F"
4,"MECATRONICA",80.88,22,56,200,"F"
2,"MECATRONICA",93.33,19,71,177,"M"
4,"MECATRONICA",89.64,20,65,156,"M"
5,"MECATRONICA",89.14,23,72,170,"M"
4,"MECATRONICA",83.28,22,75,171,"M"
9,"MECATRONICA",82.34,20,61,176,"M"
5,"MECATRONICA",88.52,24,85,194,"M"
2,"MECATRONICA",85.17,21,76,164,"F"
6,"MECATRONICA",97.04,21,49,185,"M"
2,"MECATRONICA",93.67,21,75,166,"M"
9,"MECATRONICA",87,20,76,170,"M"
8,"MECATRONICA",80.38,20,62,185,"F"
7,"MECATRONICA",82.71,20,61,179,"F"
11,"MECANICA",85.96,20,78,173,"M"
13,"MECANICA",77.4,22,92,177,"F"
10,"MECANICA",78.53,21,68,172,"M"
12,"MECANICA",81.12,24,75,179,"M"
10,"MECANICA",87.24,20,72,169,"M"
12,"MECANICA",80.86,22,77,175,"M"
11,"MECANICA",80.19,23,81,192,"F"
13,"MECANICA",80.37,21,61,182,"M"
12,"MECANICA",81.24,22,54,182,"F"
11,"MECANICA",83.61,18,69,170,"M"
11,"MECANICA",82.55,22,59,173,"F"
12,"MECANICA",79.21,22,72,176,"M"
14,"MECANICA",80.93,22,79,177,"F"
10,"MECANICA",86.83,22,68,171,"F"
10,"MECANICA",83.63,19,66,177,"M"
12,"MECANICA",82.4,22,70,177,"M"
10,"MECANICA",80.93,20,49,183,"F"
10,"MECANICA",90.39,23,87,180,"F"
12,"MECANICA",79.61,22,79,173,"M"
10,"MECANICA",90.08,21,95,178,"F"
11,"MECANICA",81.37,22,66,159,"F"
10,"MECANICA",83.22,20,69,183,"M"
13,"MECANICA",80.67,23,65,179,"M"
11,"MECANICA",83.86,19,73,183,"M"
10,"MECANICA",83.2,21,84,161,"M"
11,"MECANICA",82.14,21,66,187,"M"
10,"MECANICA",81.04,18,81,188,"M"
12,"MECANICA",80.2,21,69,175,"F"
10,"MECANICA",84.76,21,98,168,"F"
11,"MECANICA",81.63,19,84,171,"F"
